method,species,phenotype,description,all_time_s,corr_mean,corr_std,mae_mean,mae_std,mse_mean,mse_std,r2_mean,r2_std,cpu_mem_MB,gpu_mem_MB
DeepGS,Maize,PH,Plant Height,967.3882,0.1004,0.1961,23.9102,2.01619,830.1858,134.9032,-0.9317,0.1851,3827.2734,2416.0
DeepGS,Maize,EW,Ear Weight,5190.7383,0.3801,0.1444,14.2065,1.2693,331.5149,60.1244,-0.1322,0.1678,3828.6328,1492.0
DeepGS,Maize,DTT,Days to tasseling ,3394.1987,0.5791,0.08427,6.6989,0.3235,50.4031,4.5144,-5.3088,1.09913,3841.9882,1492.0
DeepGS,Millet,TSLW,Second Leaf Width,261.4593,0.4349,0.07435,0.3059,0.04526,0.1445,0.0402,-0.2814,0.225,1811.7851,840.0
DeepGS,Millet,TSLL,Second Leaf Length,317.4854,0.4017,0.1168,6.3566,0.4283,64.4994,8.163,-0.1573,0.1101,1804.8398,818.0
DeepGS,Millet,SGN,Grain Number per Spike,5169.001094,0.3938,0.07179,24.9715,1.162,983.9252,102.1332,-0.06045,0.08344,1816.2226,860.0
DeepGS,Millet,PGW,Per-Plant Grain Weight,264.2131,0.2044,0.09908,4.1785,0.419,28.9583,5.5186,-0.1112,0.09385,1814.2421,730.0
DeepGS,Millet,MSW,Main Stem Diameter,425.8847,0.5894,0.1038,1.2453,0.1401,2.8323,0.5769,0.3056,0.1454,1814.9101,792.0
DeepGS,Millet,MSSN,Main Stem Spikelet Number,302.05234,0.2803,0.08271,14.2609,0.825,343.161,57.2267,-0.1947,0.1682,1813.8164,730.0
DeepGS,Millet,MSPW,Main Stem Panicle Weight,428.395,0.2588,0.09136,4.9149,0.5481,40.6705,9.1356,-0.1439,0.1499,1805.05078,882.0
DeepGS,Millet,MSPL,Main Stem Panicle Length,123.9954,0.5112,0.09688,3.9051,0.4354,24.1919,4.1132,0.1019,0.1967,1803.6484,818.0
DeepGS,Millet,MSPD,Main Stem Panicle Diameter,605.6625,0.6117,0.07488,6.09218,0.4162,66.03705,10.09408,0.3317,0.07551,1812.4062,730.0
DeepGS,Millet,MSH,Main Stem Height,209.1636,0.1494,0.08479,13.4772,1.0279,290.7999,44.1486,-0.4085,0.1614,1817.4804,888.0
DeepGS,Millet,HKW,Hundred-Kernel Weight,166.9032,0.4794,0.1608,0.06498,0.06067,0.356,0.7164,0.05095,0.1522,1807.164,1026.0
DeepGS,Millet,FNL,Flag Neck Length,1887.3367,0.5337,0.1498,4.7077,0.697,46.7739,40.9423,-0.04974,0.196,1815.8281,730.0
DeepGS,Mouse,weight,Body Weight,900.6468,0.4365,0.04485,2.8378,0.1625,13.1064,1.4032,-0.1666,0.1612,1800.871,708.0
DeepGS,Mouse,Obesity.BMI,Body Mass Index,343.7492,0.2166,0.07678,0.0509,0.008346,0.004122,0.001199,-0.1784,0.3487,1814.4218,708.0
DeepGS,Mouse,Anx,Anxiety-like Behavior,2934.3191,0.3528,0.04384,0.3735,0.02338,0.2249,0.0298,0.09336,0.03805,1818.4218,688.0
DeepGS,Pig,bf,Backfat Thickness at 100 kg body weight,5155.5695,0.6675,0.03259,2.3824,0.1905,9.6485,1.562,0.2092,0.1471,4379.5507,1652.0
DeepGS,Pig,age,Age at 100 kg body weight,2241.91,0.5399,0.2144,16.6823,1.564,424.4277,95.9445,-0.7919,0.4118,4324.3125,1624.0
DeepGS,Rapeseed,FloweringTime,Flowering Time,2037.6604,0.6741,0.258,16.5102,1.333,313.7984,38.7461,-2.08912,0.8412,1637.375,636.0
DeepGS,Rice,TGW_BLUP,Thousand-Grain Weight,219.4853,0.2107,0.09155,2.8559,0.1969,12.9415,1.9914,-0.7748,0.2585,1454.5703,582.0
DeepGS,Rice,PPNP_BLUP,Panicle Number per Plant,445.8003,0.3969,0.1111,0.8702,0.08074,1.2833,0.2342,-0.02087,0.168,1456.0664,560.0
DeepGS,Rice,PH_BLUP,Plant Height,1061.6363,0.3341,0.1182,10.05473,2.002568,171.4732,60.5998,-0.4336,0.2139,1455.25,560.0
DeepGS,Rice,HD_BLUP,Heading Date,677.357,0.4159,0.175,9.8992,0.482,130.6963,12.2903,-0.2984,0.1158,1454.871,560.0
DeepGS,Rice,GYP_BLUP,Grain Yield per Plant,148.7413,0.2522,0.06471,2.4607,0.3204,9.998,2.7928,-0.3927,0.3128,1456.9609,582.0
DeepGS,Rice,GW_BLUP,Grain Weight,63.9872,0.8071,0.03333,0.2055,0.03882,0.06242,0.02359,0.4366,0.1795,1453.125,582.0
DeepGS,Rice,GL_BLUP,Grain Length,473.2536,0.8133,0.02174,0.6563,0.1164,0.7276,0.209,0.3961,0.1258,1452.2109,562.0
DeepGS,Soybean,VBN_BLUP,,1443.4357,0.6052,0.0268,0.4701,0.04369,0.4693,0.06782,0.3206,0.04557,4556.5664,1736.0
DeepGS,Soybean,PLH_BLUP,,5170.6235,0.5716,0.02795,12.1082,0.7964,262.319,29.4168,0.03833,0.09568,4567.4218,1736.0
DeepGS,Soybean,BBD_BLUP,,10309.7655,0.4978,0.1175,5.8434,0.7311,71.4716,11.6279,0.08556,0.1813,4562.8593,2186.0
DeepGS,Wheat,deregressed.blups,Deregressed BLUPs,833.3519,0.4505,0.01616,371.4552,10.7671,2.3009e+5,12862.1894,0.1897,0.01124,5308.4648,1932.0
DeepGS,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),1035.9054,0.4439,0.03067,233.8406,7.5663,91134.6793,6055.8892,0.1901,0.02313,5306.1015,1932.0
DeepGS,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,2771.5157,0.2781,0.0348,645.6965,9.4664,5.8288e+5,15546.5413,-1.05934,0.1372,5302.5273,1916.0
DeepGS,Yeast,Tunicamycin,Growth Response under Tunicamycin,60.1266,0.6675,0.07621,1.6588,0.1599,4.4852,0.8822,0.4238,0.105,1634.4453,704.0
DeepGS,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,254.158,0.6681,0.06201,1.6622,0.1482,4.4215,0.788,0.4313,0.0974,1630.8593,656.0
DeepGS,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,496.9309,0.6707,0.07097,1.6441,0.1452,4.3406,0.7838,0.4415,0.09724,1632.4453,656.0
DL_GWAS,Cattle,scs,	Somatic cell score,16107.2895,0.6723,0.02252,0.5915,0.02613,0.5607,0.05239,0.4377,0.02643,45767.7734,8762.0
DL_GWAS,Cattle,mkg,Milk yield,5348.05162,0.7153,0.02096,0.5665,0.01914,0.5083,0.02211,0.4879,0.02555,46530.08203,8760.0
DL_GWAS,Cattle,fpro,Fat percentage,14151.6246,0.7436,0.01088,0.5504,0.01878,0.4843,0.03187,0.5138,0.02129,30626.1445,4558.0
DL_GWAS,Chicken,EW36,Egg Weight at 36 weeks,372.6103,0.2359,0.1089,2.8578,0.4227,13.07128,4.1363,-0.2084,0.2736,33658.4843,1144.0
DL_GWAS,Chicken,EW28,Egg Weight at 28 weeks,300.128,0.2261,0.09684,3.2734,0.6715,17.02676,6.02177,-0.4574,0.6139,18030.5703,1052.0
DL_GWAS,Chickpea,Plant_height,Plant Height,9655.308,0.5786,0.03346,6.3215,0.3712,66.4667,7.4173,0.3217,0.04151,21455.05859,4568.0
DL_GWAS,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,4764.6176,0.6303,0.02658,5.6146,0.2199,57.2859,4.8215,0.3822,0.02785,21413.4101,8664.0
DL_GWAS,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,3574.8133,0.4849,0.03534,11.1595,0.5341,202.9373,16.5631,0.2245,0.03171,69032.04296,9444.0
DL_GWAS,Cotton,FibStr_17_18,Fiber Strength,285.8369,0.2437,0.1664,1.5614,0.2739,4.5882,1.3863,-0.403,0.3735,32772.8085,2420.0
DL_GWAS,Cotton,FibMic_17_18,Micronaire,976.7172,0.3861,0.09785,0.2944,0.04774,0.139,0.03653,-0.2298,0.4056,48987.8593,2506.0
DL_GWAS,Cotton,FibLen_17_18,Fiber Length,281.8147,0.2243,0.1573,1.8431,0.6966,5.5441,3.2924,-1.08334,1.3197,17496.05468,2334.0
DL_GWAS,Cotton,FibElo_17_18,Fiber Elongation,545.5135,0.4055,0.07778,0.8189,0.0885,1.06838,0.2075,-0.2041,0.2807,17654.5312,2590.0
DL_GWAS,Loblolly_Pine,stiffnessTree,Stiffness Tree,392.6395,0.3743,0.09332,0.8456,0.07625,1.2668,0.2224,0.1296,0.06554,113050.0,3152.0
DL_GWAS,Loblolly_Pine,rootnumbin,Rootnum_bin,1429.7994,0.2588,0.04426,0.2025,0.0236,0.06228,0.01445,0.05421,0.02323,34272.8359,1152.0
DL_GWAS,Loblolly_Pine,rootnum,Rootnum,503.9254,0.1987,0.03999,0.799,0.1561,1.02981,0.3184,-0.1949,0.6271,18348.05078,1058.0
DL_GWAS,Loblolly_Pine,lignin,Lignin,438.8826,0.1237,0.1264,0.911,0.03805,1.4212,0.09285,-0.009753,0.06143,97268.5429,3060.0
DL_GWAS,Loblolly_Pine,lateWood%4,Late Wood %4,479.4337,0.1842,0.07957,1.1851,0.07296,2.3824,0.2928,0.00425,0.05747,83292.6835,1944.0
DL_GWAS,Loblolly_Pine,density,Density,372.2263,0.1563,0.09071,7.977,18.6483,414.9491,1225.676,-87.2398,261.5975,66362.7968,1848.0
DL_GWAS,Loblolly_Pine,c5c6,C5C6,260.1185,0.2201,0.07518,1.926,0.147,6.597,0.8172,0.03808,0.05022,50734.03515,1756.0
DL_GWAS,Maize,PH,Plant Height,4303.1524,0.647,0.05381,12.6747,1.02017,260.07896,40.9446,0.3942,0.06343,32935.6289,8772.0
DL_GWAS,Maize,EW,Ear Weight,2401.7985,0.4955,0.07413,11.8233,0.7283,228.6599,31.6703,0.2174,0.07902,17200.7656,8666.0
DL_GWAS,Maize,DTT,Days to tasseling ,1834.8615,0.5331,0.07893,2.09538,0.2687,6.9783,1.6747,0.1511,0.1274,144040.0,9412.0
DL_GWAS,Millet,TSLW,Second Leaf Width,4555.961,0.4143,0.08268,0.2828,0.02597,0.126,0.02407,-0.1334,0.1898,20450.8867,2614.0
DL_GWAS,Millet,SGN,Grain Number per Spike,291.806,0.3995,0.09338,22.4138,1.1806,810.7989,121.2085,0.1288,0.0916,69017.6835,4966.0
DL_GWAS,Millet,PGW,Per-Plant Grain Weight,311.1553,0.2858,0.1374,3.8632,0.4762,24.8363,6.2957,0.05751,0.1063,20262.6679,2608.0
DL_GWAS,Millet,MSW,Main Stem Diameter,1568.9128,0.5983,0.05741,1.295,0.1311,2.7063,0.5194,0.3443,0.06947,53469.7304,4874.0
DL_GWAS,Millet,MSSN,Main Stem Spikelet Number,432.2849,0.3132,0.08138,13.2694,1.3772,288.3031,62.1189,0.00862,0.1089,53150.1679,4864.0
DL_GWAS,Millet,MSPW,Main Stem Panicle Weight,526.8304,0.2995,0.1229,4.6057,0.4868,34.2538,7.2068,0.03254,0.08271,116900.0,7762.0
DL_GWAS,Millet,MSPL,Main Stem Panicle Length,766.5625,0.5601,0.06613,3.4444,0.231,19.2161,2.2297,0.2931,0.08579,69464.3828,4982.0
DL_GWAS,Millet,MSPD,Main Stem Panicle Diameter,1301.6674,0.6362,0.06975,6.2674,0.7642,62.618,15.06605,0.3732,0.1025,85133.2695,5088.0
DL_GWAS,Millet,MSH,Main Stem Height,916.02801,0.2659,0.08975,11.4671,0.7464,204.6864,28.245,0.01167,0.07388,36567.05859,2720.0
DL_GWAS,Millet,HKW,Hundred-Kernel Weight,458.7119,0.1906,0.1058,0.17,0.07171,0.3858,0.7013,-16.9782,21.1333,36275.1054,2712.0
DL_GWAS,Millet,FNL,Flag Neck Length,400.2288,0.5458,0.1199,3.8891,0.5374,34.6834,34.04086,0.2553,0.1282,101060.0,7658.0
DL_GWAS,Mouse,weight,Body Weight,1276.7905,0.5226,0.07491,2.4326,0.2216,9.1646,1.5114,0.1863,0.1419,20192.6953,1574.0
DL_GWAS,Mouse,Obesity.BMI,Body Mass Index,6923.4581,-0.01664,0.06716,1.1684,1.08347,3.6208,5.5062,-1104.5952,1724.9865,4781.03515,970.0
DL_GWAS,Mouse,Anx,Anxiety-like Behavior,2062.2182,0.3865,0.04962,0.3663,0.01855,0.2127,0.02396,0.1407,0.03509,36148.8945,2696.0
DL_GWAS,Pig,bf,Backfat Thickness at 100 kg body weight,3762.5338,0.6737,0.02678,2.03467,0.07816,6.798,0.5295,0.445,0.03328,19460.9023,4562.0
DL_GWAS,Pig,age,Age at 100 kg body weight,2718.2932,0.685,0.02024,9.2167,0.4214,135.7531,13.155,0.4258,0.07299,34980.5859,4660.0
DL_GWAS,Rapeseed,FloweringTime,Flowering Time,523.5574,0.7616,0.04053,5.03265,0.4398,55.1632,15.5041,0.492,0.04233,19285.3554,1580.0
DL_GWAS,Rice,TGW_BLUP,Thousand-Grain Weight,353.8432,0.1831,0.1031,2.1951,0.159,8.04587,1.5936,-0.08712,0.1212,33197.2187,904.0
DL_GWAS,Rice,PPNP_BLUP,Panicle Number per Plant,547.6421,0.4092,0.1229,0.8631,0.1119,1.2314,0.3246,0.03648,0.1615,64201.4414,1338.0
DL_GWAS,Rice,PH_BLUP,Plant Height,279.2653,0.3571,0.1027,8.09663,1.2461,115.3412,40.2095,0.03352,0.0909,49064.1171,994.0
DL_GWAS,Rice,HD_BLUP,Heading Date,293.6802,0.4429,0.1351,7.5751,0.7103,91.3785,13.5673,0.0909,0.1418,50887.4218,2792.0
DL_GWAS,Rice,GYP_BLUP,Grain Yield per Plant,384.2446,0.1917,0.1451,2.6291,0.7673,11.4839,5.717,-0.7403,1.1417,80594.4218,1428.0
DL_GWAS,Rice,GW_BLUP,Grain Weight,571.8795,0.8004,0.03818,0.2992,0.1112,0.1322,0.08814,-0.1383,0.6516,17718.8125,814.0
DL_GWAS,Rice,GL_BLUP,Grain Length,579.6197,0.8213,0.0247,0.5092,0.0568,0.4459,0.08601,0.6243,0.06515,18033.7968,798.0
DL_GWAS,Soybean,PLH_BLUP,,76681.6281,0.597,0.04324,9.9768,0.3419,180.9627,14.1689,0.334,0.06728,20118.957,4556.0
DL_GWAS,Soybean,BBD_BLUP,,4059.7417,0.6199,0.0228,5.2959,0.3097,52.0782,6.3728,0.3379,0.07149,36273.8437,8766.0
DL_GWAS,Wheat,deregressed.blups,Deregressed BLUPs,2596.9087,0.4664,0.02931,366.7604,11.4397,2.2305e+5,13976.1561,0.2145,0.02575,27129.07031,4556.0
DL_GWAS,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),3021.7356,0.4687,0.02941,230.7813,6.5567,88053.1449,5337.9788,0.2171,0.02574,27142.8359,4556.0
DL_GWAS,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,9584.3998,0.4605,0.03982,377.3453,13.3896,2.3264e+5,14752.5216,0.1793,0.05687,27117.121,4556.0
DL_GWAS,Yeast,Tunicamycin,Growth Response under Tunicamycin,533.743,0.7709,0.0477,2.3872,0.205,8.9848,1.6617,0.5783,0.0691,67966.2617,2902.0
DL_GWAS,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,404.2779,0.6135,0.05698,1.3437,0.09784,3.447,0.5592,0.3578,0.06364,52269.207,2804.0
DL_GWAS,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,571.8773,0.4184,0.3903,31.5322,69.8576,5884.8951,16896.03026,-737.3785,2118.5054,35614.5039,1680.0
DNNGP,Cattle,scs,	Somatic cell score,8899.5631,0.6787,0.02613,0.6097,0.0603,0.5937,0.09877,0.4032,0.09854,6172.9804,3788.0874
DNNGP,Cattle,mkg,Milk yield,5897.8373,0.7259,0.02234,0.5819,0.02463,0.5309,0.05196,0.4657,0.04954,6173.164,3788.0874
DNNGP,Cattle,fpro,Fat percentage,7485.8848,0.7524,0.02707,0.553,0.04757,0.4861,0.07414,0.5107,0.07875,6173.3437,3373.09521
DNNGP,Chicken,EW36,Egg Weight at 36 weeks,173.852,0.2732,0.09857,11.9826,1.7961,157.0004992,45.1897,-13.795,3.9163,1634.707,535.7187
DNNGP,Chicken,EW28,Egg Weight at 28 weeks,387.9412,0.2403,0.09282,22.5194,4.4876,540.2859,204.2822,-45.6061,18.02454,1641.2031,620.3793
DNNGP,Chickpea,Plant_height,Plant Height,3915.05948,0.5677,0.03151,32.8206,5.6208,1178.114,336.2333,-11.2169,3.7446,4830.04687,4306.4472
DNNGP,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,1743.5828,0.5861,0.03426,7.5593,1.09638,97.3619,20.8782,-0.05608,0.2422,4828.07812,4306.4472
DNNGP,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,4182.3112,0.4736,0.04704,12.1765,0.9507,246.8865,33.8854,0.05673,0.1081,4829.3789,3787.06054
DNNGP,Cotton,FibStr_17_18,Fiber Strength,29.3571,0.5927,0.06308,9.3507,1.8922,93.1233,31.3309,-28.1773,10.6354,1513.4765,39.6074
DNNGP,Cotton,FibMic_17_18,Micronaire,21.2813,0.5029,0.08026,0.5549,0.08465,0.389,0.09624,-2.4349,1.01252,1514.4843,36.5605
DNNGP,Cotton,FibLen_17_18,Fiber Length,20.212,0.5573,0.1067,1.3013,0.2199,2.7668,0.8037,-0.08263,0.3954,1512.3164,36.5019
DNNGP,Cotton,FibElo_17_18,Fiber Elongation,21.5569,0.5078,0.03712,1.1641,0.2485,1.9791,0.6816,-1.2061,0.7095,1515.1054,39.6074
DNNGP,Loblolly_Pine,stiffnessTree,Stiffness Tree,28.227,0.2587,0.1416,0.9328,0.07735,1.4724,0.2334,-0.0182,0.117,1614.02734,601.4516
DNNGP,Loblolly_Pine,rootnumbin,Rootnum_bin,78.2768,0.1362,0.07765,0.2221,0.02549,0.07499,0.01622,-0.1532,0.1373,1590.0664,601.4516
DNNGP,Loblolly_Pine,rootnum,Rootnum,62.3853,0.1242,0.04192,0.7984,0.09074,1.08262,0.2258,-0.1865,0.1416,1583.05078,696.3535
DNNGP,Loblolly_Pine,lignin,Lignin,62.2001,0.1109,0.1454,0.9459,0.0638,1.5207,0.2386,-0.07824,0.148,1634.1289,696.3535
DNNGP,Loblolly_Pine,lateWood%4,Late Wood %4,61.9659,0.126,0.09675,1.2845,0.1181,2.6821,0.4891,-0.1146,0.1106,1638.04296,696.3535
DNNGP,Loblolly_Pine,density,Density,30.3699,0.1346,0.1044,1.7642,0.1696,6.243,1.2889,-0.02964,0.05079,1624.0625,696.3535
DNNGP,Loblolly_Pine,c5c6,C5C6,26.6626,0.1431,0.07085,1.9827,0.156,6.8918,0.862,-0.003864,0.03513,1624.3203,696.3535
DNNGP,Maize,PH,Plant Height,1884.7702,0.6618,0.05404,49.1751,7.03621,2698.1394,650.5579,-5.3637,1.6658,3866.6523,10675.8374
DNNGP,Maize,EW,Ear Weight,1257.7827,0.4595,0.07405,22.6051,19.129,1013.6804,1755.1382,-2.1095,4.5887,3834.5039,6257.414
DNNGP,Maize,DTT,Days to tasseling ,2872.7082,0.6183,0.05358,35.8651,2.2006,1296.343,150.04827,-160.9525,29.7974,3863.6015,9205.1147
DNNGP,Millet,TSLW,Second Leaf Width,640.06761,0.3521,0.1064,0.2761,0.03706,0.1249,0.03258,-0.1286,0.309,1917.2968,2118.5458
DNNGP,Millet,TSLL,Second Leaf Length,369.2763,0.5139,0.1009,6.126,0.557,58.7267,8.7183,-0.06585,0.2161,1920.5468,2528.4248
DNNGP,Millet,SGN,Grain Number per Spike,216.1099,0.3633,0.0967,23.6135,2.1456,928.6033,191.92,0.0008418,0.1953,1920.4648,2528.4248
DNNGP,Millet,PGW,Per-Plant Grain Weight,537.9672,0.2168,0.1237,4.6133,0.5685,33.6228,7.1725,-0.3156,0.3222,1927.4023,2528.4365
DNNGP,Millet,MSW,Main Stem Diameter,173.802,0.5001,0.1334,2.1442,0.6445,6.4749,3.4572,-0.5325,0.7258,1923.2851,2527.1943
DNNGP,Millet,MSSN,Main Stem Spikelet Number,191.02101,0.2097,0.1926,79.4693,2.9652,6613.9669,484.4111,-22.5551,4.6075,1920.1679,2528.4248
DNNGP,Millet,MSPW,Main Stem Panicle Weight,433.2298,0.2497,0.1261,5.9409,1.4292,58.6492,26.1641,-0.6544,0.711,1925.996,2528.4365
DNNGP,Millet,MSPD,Main Stem Panicle Diameter,369.9215,0.5757,0.07256,8.01468,2.03684,100.5623,42.6426,-0.01138,0.4217,1924.7539,2938.3154
DNNGP,Millet,MSH,Main Stem Height,432.451,0.2535,0.08618,41.7286,4.1295,1969.7513,335.9122,-8.6149,1.7584,1919.1132,2938.3154
DNNGP,Millet,HKW,Hundred-Kernel Weight,255.3399,0.3342,0.1111,0.301,0.158,0.469,0.7426,-35.7147,40.9047,1927.05468,2528.4365
DNNGP,Millet,FNL,Flag Neck Length,283.7508,0.4958,0.1283,11.916,2.2409,182.07408,68.0308,-3.9063,2.006796,1924.664,2528.4365
DNNGP,Mouse,weight,Body Weight,1771.1319,0.4542,0.05899,4.372,1.9338,29.8437,26.2346,-1.6544,2.3428,1933.2539,1468.5175
DNNGP,Mouse,Obesity.BMI,Body Mass Index,732.7796,0.165,0.09093,0.1824,0.1373,0.0553,0.0722,-15.2724,22.1404,1933.9023,1468.5566
DNNGP,Mouse,Anx,Anxiety-like Behavior,520.2402,0.3554,0.05354,0.3982,0.02887,0.2507,0.03289,-0.01195,0.07969,1934.2851,1467.3383
DNNGP,Pig,bf,Backfat Thickness at 100 kg body weight,2984.2379,0.6491,0.03211,10.3596,0.4432,116.01244,9.4022,-8.4974,0.94,4417.8437,2790.8325
DNNGP,Pig,age,Age at 100 kg body weight,928.8075,0.6362,0.03464,10.754,1.9663,188.8069,74.3075,0.2154,0.2501,4528.5585,4318.6679
DNNGP,Rapeseed,FloweringTime,Flowering Time,261.4485,0.755,0.09243,15.7179,8.2483,344.8999,311.9166,-2.5991,3.8138,1755.7851,1214.4677
DNNGP,Rice,TGW_BLUP,Thousand-Grain Weight,20.9296,0.2413,0.1164,11.2866,1.4161,136.5871,34.1615,-17.8687,4.9413,1567.8984,274.6123
DNNGP,Rice,PPNP_BLUP,Panicle Number per Plant,23.8932,0.4367,0.0588,1.04487,0.08785,1.768,0.3106,-0.4234,0.305,1571.6484,243.229
DNNGP,Rice,PH_BLUP,Plant Height,33.9661,0.4009,0.07644,13.8859,1.7739,267.2131,64.7394,-1.3494,0.5933,1570.7929,274.6123
DNNGP,Rice,HD_BLUP,Heading Date,66.6152,0.5157,0.08486,25.07101,6.9739,754.1085,458.5139,-6.4286,4.07035,1569.1093,274.6123
DNNGP,Rice,GYP_BLUP,Grain Yield per Plant,21.04618,0.1871,0.1356,13.6259,0.9575,193.6576,26.2531,-26.6017,5.1502,1572.2968,274.6123
DNNGP,Rice,GW_BLUP,Grain Weight,20.747,0.8119,0.0361,0.3221,0.06151,0.1377,0.04254,-0.2666,0.4604,1567.1406,243.229
DNNGP,Rice,GL_BLUP,Grain Length,17.9015,0.7884,0.02912,5.1514,0.8073,27.8676,8.3546,-22.1081,5.3549,1566.1406,274.6123
DNNGP,Soybean,VBN_BLUP,,2278.59,0.5635,0.02427,1.9163,0.287,4.2467,1.1065,-5.2899,1.9579,4571.3515,4543.6645
DNNGP,Soybean,BBD_BLUP,,2272.2464,0.6152,0.02598,7.6468,1.8707,97.0003786,35.6886,-0.238,0.4587,4571.1406,4040.9545
DNNGP,Wheat,deregressed.blups,Deregressed BLUPs,1134.8918,,,414.7258,11.7608,2.844e+5,16361.8541,-0.001275,0.001005,5384.2578,3025.4775
DNNGP,Wheat,blups,Best Linear Unbiased Predictors (BLUPs),1149.1598,0.4524,0.02745,237.6418,5.4141,92764.9925,4115.9512,0.1743,0.0336,5382.7851,3024.5156
DNNGP,Wheat,Adj.Grain.Yield,Adjusted Grain Yield,2417.7298,0.4637,0.02702,780.6638,295.764,8.5897e+5,5.6881e+5,-1.9924,1.8915,5384.7578,3025.54
DNNGP,Yeast,Tunicamycin,Growth Response under Tunicamycin,1015.9029,0.7584,0.04849,2.6135,0.24,10.4242,1.9413,0.5124,0.07028,1696.5312,869.06982
DNNGP,Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,749.4018,0.5509,0.06602,1.408,0.1188,4.009898,0.8176,0.2615,0.0559,1686.3632,868.2353
DNNGP,Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,2007.9038,0.5692,0.07647,1.9632,0.09467,5.74,0.5789,0.2617,0.07482,1700.5898,869.06982
EIR,Cattle,scs,	Somatic cell score,254.4725,0.7201,0.01961,0.5743,0.0346,0.5289,0.06602,0.4695,0.05198,6024.5507,2198.0
EIR,Cattle,mkg,Milk yield,236.4153,0.76,0.01637,0.5285,0.0146,0.4446,0.02422,0.5519,0.02959,6021.07031,2198.0
EIR,Cattle,fpro,Fat percentage,270.1602,0.8402,0.01089,0.4386,0.01045,0.3108,0.01259,0.6872,0.01945,6024.8046,2200.0
EIR,Chicken,EW36,Egg Weight at 36 weeks,112.3132,0.2298,0.08517,3.007266,0.261,13.8812,2.4123,-0.3103,0.1939,1480.2031,628.0
EIR,Chicken,EW28,Egg Weight at 28 weeks,79.9002,0.2128,0.05952,3.1482,0.257,15.5543,2.3055,-0.3186,0.09475,1463.5312,628.0
EIR,Chickpea,Plant_height,Plant Height,87.843,0.5581,0.03746,6.5669,0.572,71.565,12.4409,0.2676,0.1169,4806.5937,1754.0
EIR,Chickpea,Hundred_seed_weight,Hundred-Seed Weight,55.7959,0.612,0.03625,5.8415,0.3759,61.2262,7.5814,0.339,0.07457,4807.1718,1756.0
EIR,Chickpea,Days_to_0.5_flowering,Days to 50% flowering,243.1049,0.4438,0.05944,11.8605,0.7553,224.4415,22.4244,0.1404,0.08115,4806.5156,1756.0
EIR,Cotton,FibStr_17_18,Fiber Strength,393.8682,0.6128,0.08892,1.1258,0.07675,2.1436,0.3299,0.3236,0.1457,1369.3828,552.0
EIR,Cotton,FibMic_17_18,Micronaire,186.9095,0.5021,0.06133,0.2376,0.01441,0.09313,0.01114,0.1888,0.09698,1369.3867,552.0
EIR,Cotton,FibLen_17_18,Fiber Length,97.5797,0.5606,0.159,1.04107,0.06305,1.9364,0.3064,0.2391,0.2592,1369.3789,552.0
EIR,Cotton,FibElo_17_18,Fiber Elongation,134.5077,0.5115,0.07129,0.6352,0.05523,0.6789,0.1315,0.2494,0.07667,1369.3867,552.0
EIR,Loblolly_Pine,stiffnessTree,Stiffness Tree,19.9314,0.1629,0.08144,0.9877,0.1288,1.6194,0.3356,-0.1089,0.1307,1487.746,584.0
EIR,Loblolly_Pine,rootnumbin,Rootnum_bin,21.6099,0.1126,0.09567,0.2186,0.01795,0.07498,0.0119,-0.1747,0.2214,1479.7148,584.0
EIR,Loblolly_Pine,rootnum,Rootnum,120.8691,0.0864,0.03153,0.9317,0.06582,1.3949,0.1943,-0.5567,0.2127,1478.5039,582.0
EIR,Loblolly_Pine,lignin,Lignin,24.6156,0.0865,0.08876,0.9638,0.07728,1.56,0.2148,-0.1106,0.17,1480.1914,584.0
EIR,Loblolly_Pine,lateWood%4,Late Wood %4,21.2694,0.1038,0.1088,1.4119,0.09744,3.161,0.3165,-0.337,0.2081,1448.7226,582.0
EIR,Loblolly_Pine,density,Density,20.09641,0.09062,0.1115,1.8792,0.1891,6.8694,1.006025,-0.1583,0.208,1465.6679,584.0
EIR,Loblolly_Pine,c5c6,C5C6,76.4066,0.0894,0.07577,2.4733,0.2036,9.8318,1.4173,-0.4352,0.1326,1454.9804,584.0
EIR,Maize,PH,Plant Height,329.9502,0.6355,0.03558,12.6778,0.8373,266.1744,37.3841,0.3792,0.06091,3761.8359,1400.0
EIR,Maize,EW,Ear Weight,376.849,0.4882,0.06755,11.9324,0.939,232.1876,35.1161,0.2052,0.09342,3761.7578,1400.0
